target,model,feature,importance
po2_abnormal,random_forest,pnn50,0.024774475862152368
po2_abnormal,random_forest,n_rr,0.03465751761948269
po2_abnormal,random_forest,ecg_max,0.052076217772492106
po2_abnormal,random_forest,ecg_min,0.058594469383466755
po2_abnormal,random_forest,ecg_ptp,0.049095148091863466
po2_abnormal,random_forest,ecg_rms,0.00842980286504891
po2_abnormal,random_forest,ecg_skewness,0.04777253008906588
po2_abnormal,random_forest,ecg_kurtosis,0.0433752895726139
po2_abnormal,random_forest,ecg_zero_crossing_rate,0.08159271785903983
po2_abnormal,random_forest,ecg_mean_abs,0.05270949443456536
po2_abnormal,random_forest,ecg_total_power,0.07629838733539797
po2_abnormal,random_forest,ecg_vlf_power,0.0
po2_abnormal,random_forest,ecg_lf_power,0.04956926048875545
po2_abnormal,random_forest,ecg_hf_power,0.05167980836126078
po2_abnormal,random_forest,ecg_vlf_norm,0.0
po2_abnormal,random_forest,ecg_lf_norm,0.050312325035996815
po2_abnormal,random_forest,ecg_hf_norm,0.04725378864887445
po2_abnormal,random_forest,ecg_lf_hf_ratio,0.051117756927373005
po2_abnormal,random_forest,ecg_spectral_centroid,0.07280474419250367
po2_abnormal,mlp,hr,0.0
po2_abnormal,mlp,sdnn,0.0
po2_abnormal,mlp,rmssd,0.0
po2_abnormal,mlp,pnn50,0.0
po2_abnormal,mlp,n_rr,0.0
po2_abnormal,mlp,ecg_max,0.0
po2_abnormal,mlp,ecg_min,0.0
po2_abnormal,mlp,ecg_ptp,0.0
po2_abnormal,mlp,ecg_rms,0.0
po2_abnormal,mlp,ecg_skewness,0.0
po2_abnormal,mlp,ecg_kurtosis,0.0
po2_abnormal,mlp,ecg_zero_crossing_rate,0.0
po2_abnormal,mlp,ecg_mean_abs,0.0
po2_abnormal,mlp,ecg_total_power,0.0
po2_abnormal,mlp,ecg_vlf_power,0.0
po2_abnormal,mlp,ecg_lf_power,0.0
po2_abnormal,mlp,ecg_hf_power,0.0
po2_abnormal,mlp,ecg_vlf_norm,0.0
po2_abnormal,mlp,ecg_lf_norm,0.0
po2_abnormal,mlp,ecg_hf_norm,0.0
po2_abnormal,mlp,ecg_lf_hf_ratio,0.0
po2_abnormal,mlp,ecg_spectral_centroid,0.0
pco2_abnormal,logistic_l2,hr,0.17346987989472634
pco2_abnormal,logistic_l2,sdnn,0.3533014685333221
pco2_abnormal,logistic_l2,rmssd,0.6526923505787748
pco2_abnormal,logistic_l2,pnn50,0.15443399071610991
pco2_abnormal,logistic_l2,n_rr,0.02607735793862929
pco2_abnormal,logistic_l2,ecg_max,0.3661298764117447
pco2_abnormal,logistic_l2,ecg_min,0.3565820989552085
pco2_abnormal,logistic_l2,ecg_ptp,0.008069635499538978
pco2_abnormal,logistic_l2,ecg_rms,0.06004739699245296
pco2_abnormal,logistic_l2,ecg_skewness,0.38362836821577795
pco2_abnormal,logistic_l2,ecg_kurtosis,0.09729201628587962
pco2_abnormal,logistic_l2,ecg_zero_crossing_rate,0.1289029014948373
pco2_abnormal,logistic_l2,ecg_mean_abs,0.1630351908000667
pco2_abnormal,logistic_l2,ecg_total_power,0.2823231387484712
pco2_abnormal,logistic_l2,ecg_vlf_power,0.0
pco2_abnormal,logistic_l2,ecg_lf_power,0.18780434171073895
pco2_abnormal,logistic_l2,ecg_hf_power,0.14309120315293944
pco2_abnormal,logistic_l2,ecg_vlf_norm,0.0
pco2_abnormal,logistic_l2,ecg_lf_norm,0.13395765978142346
pco2_abnormal,logistic_l2,ecg_hf_norm,0.07769758843601253
pco2_abnormal,logistic_l2,ecg_lf_hf_ratio,0.11956435010650308
pco2_abnormal,logistic_l2,ecg_spectral_centroid,0.24344967360338277
pco2_abnormal,logistic_l1,hr,0.09411033987998962
pco2_abnormal,logistic_l1,sdnn,0.00872333999723196
pco2_abnormal,logistic_l1,rmssd,0.22688733041286469
pco2_abnormal,logistic_l1,pnn50,0.04629483073949814
pco2_abnormal,logistic_l1,n_rr,0.01059312466531992
pco2_abnormal,logistic_l1,ecg_max,0.16500453650951385
pco2_abnormal,logistic_l1,ecg_min,0.16769322752952576
