analyte,r2_ecg_only,r2_ecg_surgery,mae_ecg_only,mae_ecg_surgery,r2_improvement,n_samples
lactate,-0.16546376897431508,-0.15946874288321813,0.5821864420361648,0.5700691907407489,0.00599502609109695,595
troponin,-6.271213834228465,-6.182402273713501,732.3450032912799,684.4168570764219,0.08881156051496397,595
glucose,-0.13815214685611518,-0.19853635546662232,2.732602989939342,2.781544026354374,-0.06038420861050714,595
hemoglobin,-0.15329888511136947,0.2826295153754335,486.24883933492254,310.2284115392607,0.435928400486803,595
po2,-0.13134697307217347,0.4209877159529647,49.845689774271406,31.961532041116037,0.5523346890251382,595
pco2,-0.09195219681607103,-0.12053956523414999,3.3395906429254203,3.5015315114560353,-0.028587368418078962,595
